0.0	0.0
3.7846321581713746e-10	3.314684482447205e-14
6.416062000120792e-10	1.0874332723176394e-13
1.362089825029833e-9	5.03001647711443e-13
2.3024269345907065e-9	1.7177066330198444e-12
3.462165050410748e-9	3.8878194457581116e-12
5.330963455746684e-9	7.208784337819907e-12
6.94558336222606e-9	1.220400954391465e-11
9.363402787794571e-9	2.0864674460785435e-11
1.2582620031171276e-8	3.6517147371917246e-11
1.5970707086531143e-8	5.784404029878232e-11
2.0015208287234574e-8	8.321293926121243e-11
2.4468328240286108e-8	1.1281769012398968e-10
2.90250643387564e-8	1.5440359086662526e-10
3.4223860900928215e-8	1.9266612952035802e-10
3.973019126320176e-8	2.2548978931631326e-10
4.55958440392944e-8	2.540003482345732e-10
5.222082305050923e-8	2.786287581129088e-10
5.907427667543963e-8	3.000272823374672e-10
6.62353949892066e-8	3.1842538438251466e-10
7.367097869911865e-8	3.3481503389500845e-10
8.127850728465402e-8	3.4853032497075274e-10
8.949214076667466e-8	3.6832248735372277e-10
9.556732021214519e-8	3.9095177378598576e-10
1.0457799852139094e-7	4.104405725468219e-10
1.1256736325298854e-7	4.269667084058071e-10
1.2226121148081403e-7	4.582697296489968e-10
1.3194120898901885e-7	4.985077162160678e-10
1.4173165117863652e-7	5.330696869800811e-10
1.516862668786366e-7	5.630325139724945e-10
1.6157206251285216e-7	5.88491092267951e-10
1.7126617913608842e-7	6.097514126261138e-10
1.8156271984449112e-7	6.282219577862236e-10
1.916576317076527e-7	6.447411438790241e-10
2.0378624545200818e-7	6.597201840814471e-10
2.1215021960068292e-7	6.724795449782661e-10
2.2251063314472018e-7	6.841661551711731e-10
2.3486575317111856e-7	6.945296616216013e-10
2.4625517469345126e-7	7.042191535672871e-10
2.5923537087896807e-7	7.114703789912192e-10
2.694734170080717e-7	7.189511836405594e-10
2.797247321914564e-7	7.265581101708385e-10
2.940937506006731e-7	7.332740623970935e-10
3.062282713135693e-7	7.388161930427905e-10
3.1663273554622727e-7	7.455448079284999e-10
3.275602174505718e-7	7.500703415450617e-10
3.393261380254475e-7	7.541283451821813e-10
3.506101568929469e-7	7.58262371666163e-10
3.5896507758709513e-7	7.623422141637803e-10
3.7152606560086697e-7	7.799182797890936e-10
3.830021819793845e-7	7.952983266497071e-10
3.935776496968668e-7	8.065882475850828e-10
4.058114880012189e-7	8.175194203093206e-10
4.155521910619246e-7	8.300561283634877e-10
4.2831496693628424e-7	8.395719496530063e-10
4.3993308732701573e-7	8.473402718867541e-10
4.5138642085553314e-7	8.560418444735873e-10
4.594508201904228e-7	8.621252930282708e-10
4.6878124807618126e-7	8.69378765183093e-10
4.798312653202612e-7	8.773234206999269e-10
4.924918604012562e-7	8.835730175213109e-10
5.040456440609362e-7	8.945079523330791e-10
5.160918346876615e-7	9.097395039937339e-10
5.2783466963364e-7	9.246960317778275e-10
5.394320460871986e-7	9.384280919098486e-10
5.511380978639808e-7	9.50740951093021e-10
5.629070436382322e-7	9.631170937126399e-10
5.743164918152406e-7	9.788905910033563e-10
5.822503816637967e-7	9.92653290135692e-10
5.94892777986208e-7	1.010506542271905e-9
6.053479837023269e-7	1.02679916193269e-9
6.171762884014926e-7	1.0464268818640044e-9
6.27554945708191e-7	1.062974763940705e-9
6.378242723649634e-7	1.079237389464005e-9
6.468521776007492e-7	1.0919803729466438e-9
6.59396087034602e-7	1.1056402532821253e-9
6.717393277565928e-7	1.1153154042052194e-9
6.834116159690184e-7	1.1236977553618743e-9
6.955006593869877e-7	1.131134797443334e-9
7.067869591781073e-7	1.1389289025093063e-9
7.154066756427056e-7	1.146802959586868e-9
7.245095206997464e-7	1.165240595379302e-9
7.35780935690199e-7	1.1814482838742535e-9
7.483033059236874e-7	1.2031539888282872e-9
7.600899997538264e-7	1.2226728512530371e-9
7.685243111632047e-7	1.2376564973532567e-9
7.781264584977521e-7	1.2564445688164838e-9
7.908047180603044e-7	1.2739572339151907e-9
7.994826490463544e-7	1.2878893832758643e-9
8.126395598243625e-7	1.3021703584307433e-9
8.24649149353559e-7	1.3124610999662777e-9
8.366609178813533e-7	1.3227964734156217e-9
8.484247871510264e-7	1.3328885160841964e-9
8.565335823091753e-7	1.3419308218168169e-9
8.69258208654812e-7	1.3562050803225035e-9
8.797631842231987e-7	1.3664320920465656e-9
8.887240010516881e-7	1.3765476112018505e-9
8.981435744276575e-7	1.3854245589674187e-9
9.076610777747963e-7	1.3960292575943e-9
9.208568118231219e-7	1.4063409668001015e-9
9.319468886316693e-7	1.416522345984994e-9
9.430044627044931e-7	1.4232594596188976e-9
9.551651944839996e-7	1.4330829118842204e-9
9.665253894238458e-7	1.441499650713407e-9
9.781870466985208e-7	1.4460410284006464e-9
9.895687130646124e-7	1.4519564580559142e-9
1.0007481811580178e-6	1.4616284917436495e-9
1.0090107911760264e-6	1.4682676524198966e-9
1.0193579320130176e-6	1.485236852718952e-9
1.0328146312368036e-6	1.4958781804200071e-9
1.0432023021659038e-6	1.5036055237184877e-9
1.0530686079740666e-6	1.5120319045252907e-9
1.0645619857086026e-6	1.5249904881402544e-9
1.0754403712379321e-6	1.5416760365223325e-9
1.0862647258864648e-6	1.5609037723778309e-9
1.0968876475374515e-6	1.577951491068319e-9
1.1069406422663444e-6	1.5923946046927817e-9
1.117932877347926e-6	1.6144917719731923e-9
1.1257602858631292e-6	1.6397760137411234e-9
1.13704449637524e-6	1.6784452739638135e-9
1.1453550387696e-6	1.7154764279709412e-9
1.1537605203948821e-6	1.7479424007740717e-9
1.1646019616643856e-6	1.7802016175546776e-9
1.1769078132748376e-6	1.803549946849614e-9
1.1894612460239251e-6	1.8251070339023736e-9
1.1969816669613567e-6	1.8488035980462668e-9
1.2087029203031744e-6	1.869611295961437e-9
1.2192866218318441e-6	1.8850710607063446e-9
1.2285923337484879e-6	1.9010336323685984e-9
1.2371182079241433e-6	1.9159148365556434e-9
1.2491260404381418e-6	1.933571216710295e-9
1.2601664451533485e-6	1.9506262175798205e-9
1.270436096867513e-6	1.970399265115308e-9
1.2784706998305474e-6	1.9944983621334343e-9
