0.0	0.0
5.058613534431486e-10	5.567279993012875e-12
2.031703875349956e-9	2.0021470849229675e-11
3.622823299589358e-9	4.011615780621369e-11
6.587799553685074e-9	6.571859054087525e-11
8.84306155682967e-9	1.0407249128645547e-10
1.4487798513015694e-8	1.6393773846683502e-10
1.933967837335244e-8	2.3498263333152635e-10
2.4771824691717203e-8	3.1170592128528794e-10
3.110627406029869e-8	3.8877744794945105e-10
3.5198051741341786e-8	4.657313536919006e-10
4.0612987647574556e-8	5.428044643394969e-10
4.578049527669477e-8	6.169230422697681e-10
5.1191029817446825e-8	6.871411709996167e-10
5.566198010383469e-8	7.53088755078668e-10
6.308292410238688e-8	8.163526846182378e-10
6.892612084835811e-8	8.754674666410444e-10
7.499114154819334e-8	9.301484346902811e-10
8.17136415795351e-8	9.805610588699664e-10
8.726590104090954e-8	1.033081469688657e-9
9.360697816225133e-8	1.0898588962052536e-9
1.014661382859384e-7	1.1463024436655367e-9
1.0720855239193369e-7	1.20532760632992e-9
1.1327120519163357e-7	1.2626374709852507e-9
1.207289162419985e-7	1.3226783450610569e-9
1.2701049165466727e-7	1.3820592417419952e-9
1.3357368975704992e-7	1.4383528580064641e-9
1.4079835939408596e-7	1.4960211042466476e-9
1.466254823605651e-7	1.5517840875858722e-9
1.5418806849959481e-7	1.6052513832138791e-9
1.587654974548722e-7	1.6575297110132503e-9
1.6513891192439684e-7	1.7108512701801358e-9
1.711020357632615e-7	1.7611470466412982e-9
1.7770887030081528e-7	1.8091394495592718e-9
1.830987218752146e-7	1.8549653739729165e-9
1.9020371841524132e-7	1.9006893686771776e-9
1.9635608996419411e-7	1.9461015798874825e-9
2.0263899357152655e-7	1.988353508415841e-9
2.087877767423343e-7	2.0000704881604215e-9
2.1445788203359737e-7	1.999502791773189e-9
