0.0	0.0
2.0475342528102344e-9	1.5399211594768757e-14
3.045562405750379e-9	7.426893513517997e-13
2.926438012045285e-9	2.9892177246360066e-12
1.961752432736108e-9	5.1319883510814176e-12
2.5061870497511404e-10	7.320703483770785e-12
1.9815222546315512e-9	1.0117029706613323e-11
4.286350001568407e-9	1.4459710092840083e-11
7.388908020278473e-9	2.2513913735622283e-11
1.1172796566210064e-8	3.6306814234787764e-11
1.493304987064381e-8	5.575045141066326e-11
1.834657186705868e-8	7.997424428971555e-11
2.307662710739944e-8	1.1042048291551864e-10
2.7692223481357246e-8	1.4840091801708865e-10
3.246087793990881e-8	1.8632279585704124e-10
3.8052914693372464e-8	2.1952341502204932e-10
4.361074620914973e-8	2.4787726847694813e-10
4.961612427298278e-8	2.722902458612175e-10
5.5450207510751576e-8	2.9282439864495303e-10
6.235711646864005e-8	3.1067175236962897e-10
6.920718257894287e-8	3.3146720913910244e-10
7.634711701381013e-8	3.5306816213971356e-10
8.373920347422969e-8	3.726957916492246e-10
9.169524715853283e-8	3.959690524821369e-10
1.0003189174900817e-7	4.2573550595683684e-10
1.0846077754215966e-7	4.584282064743483e-10
1.1731061053343283e-7	4.913114100751237e-10
1.2660315322010028e-7	5.211495040225778e-10
1.3544234128181453e-7	5.510866227866451e-10
1.452001196360476e-7	5.841964882174366e-10
1.5486629981673305e-7	6.132767393734362e-10
1.6480366538498913e-7	6.390440974328726e-10
1.748104727693417e-7	6.616119001398246e-10
1.8518342047523184e-7	6.814922736325891e-10
1.9536757795260018e-7	6.987496782993929e-10
2.0597096820320792e-7	7.139732223195417e-10
2.1654426696580274e-7	7.273350176250304e-10
2.2706942929565997e-7	7.39462338974839e-10
2.381754938333994e-7	7.50461740618924e-10
2.49091713797267e-7	7.6075563397211e-10
2.5983814301072017e-7	7.705959201529389e-10
2.7135164696784964e-7	7.795978579129503e-10
2.821338981989647e-7	7.929899195583623e-10
2.934633958069868e-7	8.057757212808881e-10
3.043970009969139e-7	8.198002075478606e-10
3.1531530414553165e-7	8.336219766593268e-10
3.267349956308123e-7	8.465171435342533e-10
3.382080219762373e-7	8.584428242748743e-10
3.4994013167621226e-7	8.661065100109333e-10
3.6097685620734607e-7	8.747337883365348e-10
3.72839162738918e-7	8.834079606893752e-10
3.843922418998944e-7	8.916246415108908e-10
3.952877647819908e-7	9.025841800072599e-10
4.070117326552955e-7	9.135622962686441e-10
4.1903183250013075e-7	9.256706457668073e-10
4.303230457111477e-7	9.362835859002773e-10
4.4122507774384e-7	9.467223745016185e-10
4.524796698412239e-7	9.585159494455374e-10
4.6437080442991393e-7	9.6943091059023e-10
4.757171367831452e-7	9.814265971478165e-10
4.86722629052327e-7	9.961774510496291e-10
4.981035009225625e-7	1.010025820660232e-9
5.09590110542157e-7	1.025464046236202e-9
5.20872189031996e-7	1.0396680995020445e-9
5.319775135989015e-7	1.052746303886387e-9
5.427599277892665e-7	1.0671341062854722e-9
5.54144374190123e-7	1.0838516976903633e-9
5.654995908861737e-7	1.1005630055040959e-9
5.769397890437757e-7	1.117278319600068e-9
5.88646653620744e-7	1.1328914567514836e-9
5.998553792184498e-7	1.1465058782992977e-9
6.111260093861532e-7	1.161956573868217e-9
6.221579263859693e-7	1.1770090080905683e-9
6.335746470145413e-7	1.1901437081176525e-9
6.440511894769764e-7	1.2023179294863518e-9
6.554418679252345e-7	1.2140330601633665e-9
6.672380356308083e-7	1.2254336623835906e-9
6.786259869887407e-7	1.2364736120689557e-9
6.898915603402129e-7	1.2464992747940328e-9
7.01542716697733e-7	1.2576935533774148e-9
7.127139855201722e-7	1.270231590997195e-9
7.239758194613765e-7	1.282465722921966e-9
7.353067239780881e-7	1.2973472446521583e-9
7.45311375346499e-7	1.312169714818534e-9
7.569685218324951e-7	1.3258284446422408e-9
7.681354883046947e-7	1.3383670356459376e-9
7.78556768852941e-7	1.3499570474916567e-9
7.901420611140986e-7	1.3629111567118992e-9
8.008217842267884e-7	1.3753400805327941e-9
8.117992877493615e-7	1.3873062726441175e-9
8.228472040932634e-7	1.400629490278682e-9
8.336205818341046e-7	1.4139899221841113e-9
8.44615674197086e-7	1.4289213661015765e-9
8.552407224656768e-7	1.4449642728466827e-9
8.659520024189564e-7	1.4618764457027035e-9
8.766290651597879e-7	1.4786036285868497e-9
8.877152427225403e-7	1.4944180348170021e-9
8.984060839868311e-7	1.5082602058827278e-9
