0,5e-6
50,7.8e-6
200,7.8e-6
250,9.5e-6
400,9.5e-6
450,10.8e-6
600,10.8e-6
650,11.8e-6
800,11.8e-6
850,12.6e-6
1000000000,12.6e-6
