-0.998, 0.648
0.000, 0.667
0.998, 0.678
2.496, 0.696
1.997, 0.718
4.493, 0.750
5.990, 0.796
8.486, 0.864
9.983, 0.892
11.980, 0.921
13.977, 0.949
16.972, 0.991
22.463, 1.040
29.950, 1.096
41.930, 1.172
59.900, 1.248
79.867, 1.289
98.835, 1.312
120.300, 1.327
139.767, 1.333
159.734, 1.340
179.201, 1.344
199.667, 1.346
219.634, 1.342
240.100, 1.342
258.569, 1.344
280.033, 1.342
300.499, 1.344
